Year;Sector;Pollutant;RepShare;CalcShare
2005;GROUP_PowerIndustry;11;0.11755;0.88245
2005;GROUP_PowerIndustry;12;0.77132;0.22868
2005;GROUP_PowerIndustry;13;0.99656;0.00344
2005;GROUP_PowerIndustry;14;0.46583;0.53417
2005;GROUP_PowerIndustry;15;0.42104;0.57896
2005;GROUP_PowerIndustry;16;0.95672;0.04328
2005;GROUP_PowerIndustry;17;0.02468;0.97532
2005;GROUP_PowerIndustry;18;0.26512;0.73488
2005;GROUP_PowerIndustry;19;0.20282;0.79718
2005;GROUP_PowerIndustry;22;0.95602;0.04398
2005;GROUP_PowerIndustry;25;0.45455;0.54545
2005;GROUP_PowerIndustry;26;0.83026;0.16974
2005;GROUP_PowerIndustry;27;0.70235;0.29765
2005;GROUP_PowerIndustry;28;0.00000;1.00000
2005;GROUP_PowerIndustry;29;0.00000;1.00000
2005;GROUP_PowerIndustry;30;0.91419;0.08581
2005;GROUP_PowerIndustry;31;0.37905;0.62095
2005;GROUP_PowerIndustry;34;1.00000;0.00000
2005;GROUP_PowerIndustry;35;1.00000;0.00000
2005;GROUP_PowerIndustry;36;1.00000;0.00000
2005;GROUP_PowerIndustry;37;0.54054;0.45946
2005;GROUP_PowerIndustry;38;0.72186;0.27814
2005;GROUP_PowerIndustry;40;0.00000;1.00000
2005;GROUP_PowerIndustry;41;1.00000;0.00000
2005;GROUP_PowerIndustry;43;0.00000;1.00000
2005;GROUP_Products;1;0.00000;1.00000
2005;GROUP_Products;3;0.00000;1.00000
2005;GROUP_Products;4;1.00000;0.00000
2005;GROUP_Products;5;0.00000;1.00000
2005;GROUP_Products;7;0.00000;1.00000
2005;GROUP_Products;8;0.00000;1.00000
2005;GROUP_Products;12;0.00000;1.00000
2005;GROUP_Products;13;0.38303;0.61697
2005;GROUP_Products;14;0.00000;1.00000
2005;GROUP_Products;15;0.27864;0.72136
2005;GROUP_Products;16;0.00000;1.00000
2005;GROUP_Products;17;0.00000;1.00000
2005;GROUP_Products;18;0.00000;1.00000
2005;GROUP_Products;19;0.00000;1.00000
2005;GROUP_Products;22;0.93842;0.06158
2005;GROUP_Products;25;0.00000;1.00000
2005;GROUP_Products;27;0.48184;0.51816
2005;GROUP_Products;28;0.00000;1.00000
2005;GROUP_Products;29;0.00000;1.00000
2005;GROUP_Products;37;0.00000;1.00000
2005;GROUP_Products;38;0.00000;1.00000
2005;GROUP_Products;40;0.00000;1.00000
2005;GROUP_Products;43;0.00000;1.00000
2005;GROUP_Transport;1;0.00000;1.00000
2005;GROUP_Transport;3;0.00000;1.00000
2005;GROUP_Transport;4;0.98336;0.01664
2005;GROUP_Transport;5;0.00000;1.00000
2005;GROUP_Transport;6;0.20763;0.79237
2005;GROUP_Transport;7;0.00000;1.00000
2005;GROUP_Transport;8;0.00000;1.00000
2005;GROUP_Transport;10;;
2005;GROUP_Transport;11;;
2005;GROUP_Transport;12;0.00000;1.00000
2005;GROUP_Transport;13;0.00000;1.00000
2005;GROUP_Transport;14;0.00000;1.00000
2005;GROUP_Transport;15;0.00000;1.00000
2005;GROUP_Transport;16;0.00086;0.99914
2005;GROUP_Transport;17;0.00000;1.00000
2005;GROUP_Transport;18;0.00000;1.00000
2005;GROUP_Transport;19;0.00000;1.00000
2005;GROUP_Transport;22;0.00000;1.00000
2005;GROUP_Transport;25;0.00000;1.00000
2005;GROUP_Transport;26;0.00000;1.00000
2005;GROUP_Transport;27;0.00000;1.00000
2005;GROUP_Transport;28;0.00000;1.00000
2005;GROUP_Transport;29;0.00000;1.00000
2005;GROUP_Transport;30;;
2005;GROUP_Transport;31;;
2005;GROUP_Transport;37;0.00000;1.00000
2005;GROUP_Transport;38;0.00000;1.00000
2005;GROUP_Transport;40;0.00000;1.00000
2005;GROUP_Transport;43;0.00000;1.00000
2000;GROUP_Agriculture;1;0.00000;1.00000
2000;GROUP_Agriculture;3;0.00000;1.00000
2000;GROUP_Agriculture;5;0.00000;1.00000
2000;GROUP_Agriculture;7;0.00000;1.00000
2000;GROUP_Agriculture;8;0.00000;1.00000
2000;GROUP_Agriculture;12;0.00000;1.00000
2000;GROUP_Agriculture;13;0.00000;1.00000
2000;GROUP_Agriculture;14;0.00000;1.00000
2000;GROUP_Agriculture;15;0.00000;1.00000
2000;GROUP_Agriculture;16;0.00000;1.00000
2000;GROUP_Agriculture;17;0.00000;1.00000
2000;GROUP_Agriculture;18;0.00000;1.00000
2000;GROUP_Agriculture;19;0.00000;1.00000
2000;GROUP_Agriculture;22;0.00000;1.00000
2000;GROUP_Agriculture;25;0.00000;1.00000
2000;GROUP_Agriculture;27;0.00000;1.00000
2000;GROUP_Agriculture;28;0.00000;1.00000
2000;GROUP_Agriculture;29;0.00000;1.00000
2000;GROUP_Agriculture;37;0.00000;1.00000
2000;GROUP_Agriculture;38;0.00000;1.00000
2000;GROUP_Agriculture;43;0.00000;1.00000
2000;GROUP_OtherComb;1;0.00000;1.00000
2000;GROUP_OtherComb;3;0.00000;1.00000
2000;GROUP_OtherComb;4;0.00000;1.00000
2000;GROUP_OtherComb;5;0.00000;1.00000
2000;GROUP_OtherComb;6;0.01593;0.98407
2000;GROUP_OtherComb;7;0.00000;1.00000
2000;GROUP_OtherComb;8;0.00000;1.00000
2000;GROUP_OtherComb;10;0.00000;1.00000
2000;GROUP_OtherComb;11;0.00000;1.00000
2000;GROUP_OtherComb;12;0.00000;1.00000
2000;GROUP_OtherComb;13;0.00000;1.00000
2000;GROUP_OtherComb;14;0.00000;1.00000
2000;GROUP_OtherComb;15;0.00087;0.99913
2000;GROUP_OtherComb;16;0.01807;0.98193
2000;GROUP_OtherComb;17;0.00000;1.00000
2000;GROUP_OtherComb;18;0.00000;1.00000
2000;GROUP_OtherComb;19;0.00000;1.00000
2000;GROUP_OtherComb;22;0.02785;0.97215
2000;GROUP_OtherComb;25;0.00000;1.00000
2000;GROUP_OtherComb;26;0.00000;1.00000
2000;GROUP_OtherComb;27;0.00743;0.99257
2000;GROUP_OtherComb;28;0.00000;1.00000
2000;GROUP_OtherComb;29;0.00000;1.00000
2000;GROUP_OtherComb;30;0.04436;0.95564
2000;GROUP_OtherComb;31;0.00000;1.00000
2000;GROUP_OtherComb;37;0.00000;1.00000
2000;GROUP_OtherComb;38;0.00000;1.00000
2000;GROUP_OtherComb;39;0.00000;1.00000
2000;GROUP_OtherComb;40;0.00000;1.00000
2000;GROUP_OtherComb;43;0.00000;1.00000
2000;GROUP_OtherComb;44;0.00000;1.00000
2000;GROUP_PowerIndustry;1;0.62484;0.37516
2000;GROUP_PowerIndustry;3;0.43386;0.56614
2000;GROUP_PowerIndustry;4;0.02411;0.97589
2000;GROUP_PowerIndustry;5;0.17516;0.82484
2000;GROUP_PowerIndustry;6;0.98563;0.01437
2000;GROUP_PowerIndustry;7;0.64362;0.35638
2000;GROUP_PowerIndustry;8;0.67843;0.32157
2000;GROUP_PowerIndustry;10;0.06723;0.93277
2000;GROUP_PowerIndustry;11;0.10166;0.89834
2000;GROUP_PowerIndustry;12;0.62156;0.37844
2000;GROUP_PowerIndustry;13;0.99558;0.00442
2000;GROUP_PowerIndustry;14;0.58590;0.41410
2000;GROUP_PowerIndustry;15;0.48612;0.51388
2000;GROUP_PowerIndustry;16;0.98602;0.01398
2000;GROUP_PowerIndustry;17;0.00040;0.99960
2000;GROUP_PowerIndustry;18;0.47093;0.52907
2000;GROUP_PowerIndustry;19;0.24988;0.75012
2000;GROUP_PowerIndustry;22;0.97602;0.02398
2000;GROUP_PowerIndustry;25;0.69034;0.30966
2000;GROUP_PowerIndustry;26;0.62908;0.37092
2000;GROUP_PowerIndustry;27;0.82553;0.17447
2000;GROUP_PowerIndustry;28;0.00000;1.00000
2000;GROUP_PowerIndustry;29;0.00000;1.00000
2000;GROUP_PowerIndustry;30;0.72680;0.27320
2000;GROUP_PowerIndustry;31;0.21471;0.78529
2000;GROUP_PowerIndustry;34;1.00000;0.00000
2000;GROUP_PowerIndustry;35;1.00000;0.00000
2000;GROUP_PowerIndustry;36;1.00000;0.00000
2000;GROUP_PowerIndustry;37;0.61009;0.38991
2000;GROUP_PowerIndustry;38;0.00000;1.00000
2000;GROUP_PowerIndustry;40;0.00000;1.00000
2000;GROUP_PowerIndustry;41;1.00000;0.00000
2000;GROUP_PowerIndustry;43;0.00000;1.00000
2000;GROUP_Products;1;0.00000;1.00000
2000;GROUP_Products;3;0.00000;1.00000
2000;GROUP_Products;5;0.00000;1.00000
2000;GROUP_Products;6;1.00000;0.00000
2000;GROUP_Products;7;0.00000;1.00000
2000;GROUP_Products;8;0.00000;1.00000
2000;GROUP_Products;12;0.00000;1.00000
2000;GROUP_Products;13;0.26308;0.73692
2000;GROUP_Products;14;0.00000;1.00000
2000;GROUP_Products;15;0.30868;0.69132
2000;GROUP_Products;16;0.00000;1.00000
2000;GROUP_Products;17;0.00000;1.00000
2000;GROUP_Products;18;0.00000;1.00000
2000;GROUP_Products;19;0.00000;1.00000
2000;GROUP_Products;22;0.95849;0.04151
2000;GROUP_Products;25;0.00000;1.00000
2000;GROUP_Products;27;0.46583;0.53417
2000;GROUP_Products;28;0.00000;1.00000
2000;GROUP_Products;29;0.00000;1.00000
2000;GROUP_Products;37;0.00000;1.00000
2000;GROUP_Products;38;0.00000;1.00000
2000;GROUP_Products;40;0.00000;1.00000
2000;GROUP_Products;43;0.00000;1.00000
2000;GROUP_Transport;1;0.00000;1.00000
2000;GROUP_Transport;3;0.00000;1.00000
2000;GROUP_Transport;4;0.98232;0.01768
2000;GROUP_Transport;5;0.00000;1.00000
2000;GROUP_Transport;6;0.20250;0.79750
2000;GROUP_Transport;7;0.00000;1.00000
2000;GROUP_Transport;8;0.00000;1.00000
2000;GROUP_Transport;10;;
2000;GROUP_Transport;11;;
2000;GROUP_Transport;12;0.00000;1.00000
2000;GROUP_Transport;13;0.00000;1.00000
2000;GROUP_Transport;14;0.00000;1.00000
2000;GROUP_Transport;15;0.00000;1.00000
2000;GROUP_Transport;16;0.00034;0.99966
2000;GROUP_Transport;17;0.00000;1.00000
2000;GROUP_Transport;18;0.00000;1.00000
2000;GROUP_Transport;19;0.00000;1.00000
2000;GROUP_Transport;22;0.00000;1.00000
2000;GROUP_Transport;25;0.00000;1.00000
2000;GROUP_Transport;26;0.00000;1.00000
2000;GROUP_Transport;27;0.00000;1.00000
2000;GROUP_Transport;28;0.00000;1.00000
2000;GROUP_Transport;29;0.00000;1.00000
2000;GROUP_Transport;30;;
2000;GROUP_Transport;31;;
2000;GROUP_Transport;37;0.00000;1.00000
2000;GROUP_Transport;38;0.00000;1.00000
2000;GROUP_Transport;40;0.00000;1.00000
2000;GROUP_Transport;43;0.00000;1.00000
1995;GROUP_Agriculture;1;0.00000;1.00000
1995;GROUP_Agriculture;3;0.00000;1.00000
1995;GROUP_Agriculture;5;0.00000;1.00000
1995;GROUP_Agriculture;7;0.00000;1.00000
1995;GROUP_Agriculture;8;0.00000;1.00000
1995;GROUP_Agriculture;12;0.00000;1.00000
1995;GROUP_Agriculture;13;0.00000;1.00000
1995;GROUP_Agriculture;14;0.00000;1.00000
1995;GROUP_Agriculture;15;0.00000;1.00000
1995;GROUP_Agriculture;16;0.00000;1.00000
1995;GROUP_Agriculture;17;0.00000;1.00000
1995;GROUP_Agriculture;18;0.00000;1.00000
1995;GROUP_Agriculture;19;0.00000;1.00000
1995;GROUP_Agriculture;22;0.00000;1.00000
1995;GROUP_Agriculture;25;0.00000;1.00000
1995;GROUP_Agriculture;27;0.00000;1.00000
1995;GROUP_Agriculture;28;0.00000;1.00000
1995;GROUP_Agriculture;29;0.00000;1.00000
1995;GROUP_Agriculture;37;0.00000;1.00000
1995;GROUP_Agriculture;38;0.00000;1.00000
1995;GROUP_Agriculture;43;0.00000;1.00000
1995;GROUP_OtherComb;1;0.00164;0.99836
1995;GROUP_OtherComb;3;0.00061;0.99939
1995;GROUP_OtherComb;4;0.00000;1.00000
1995;GROUP_OtherComb;5;0.00000;1.00000
1995;GROUP_OtherComb;6;0.02810;0.97190
1995;GROUP_OtherComb;7;0.00010;0.99990
1995;GROUP_OtherComb;8;0.00000;1.00000
1995;GROUP_OtherComb;10;0.00000;1.00000
1995;GROUP_OtherComb;11;0.00596;0.99404
1995;GROUP_OtherComb;12;0.00107;0.99893
1995;GROUP_OtherComb;13;0.00000;1.00000
1995;GROUP_OtherComb;14;0.00785;0.99215
1995;GROUP_OtherComb;15;0.00001;0.99999
1995;GROUP_OtherComb;16;0.03424;0.96576
1995;GROUP_OtherComb;17;0.00000;1.00000
1995;GROUP_OtherComb;18;0.00313;0.99687
1995;GROUP_OtherComb;19;0.00000;1.00000
1995;GROUP_OtherComb;22;0.07283;0.92717
1995;GROUP_OtherComb;25;0.00001;0.99999
1995;GROUP_OtherComb;26;0.00000;1.00000
1995;GROUP_OtherComb;27;0.01173;0.98827
1995;GROUP_OtherComb;28;0.00000;1.00000
1995;GROUP_OtherComb;29;0.00000;1.00000
1995;GROUP_OtherComb;30;0.00000;1.00000
1995;GROUP_OtherComb;31;0.01011;0.98989
1995;GROUP_OtherComb;37;0.00000;1.00000
1995;GROUP_OtherComb;38;0.00000;1.00000
1995;GROUP_OtherComb;39;0.00000;1.00000
1995;GROUP_OtherComb;40;0.00000;1.00000
1995;GROUP_OtherComb;43;0.00000;1.00000
1995;GROUP_OtherComb;44;0.00000;1.00000
1995;GROUP_PowerIndustry;1;0.60824;0.39176
1995;GROUP_PowerIndustry;3;0.62750;0.37250
1995;GROUP_PowerIndustry;4;0.01494;0.98506
1995;GROUP_PowerIndustry;5;0.17511;0.82489
1995;GROUP_PowerIndustry;6;0.97313;0.02687
1995;GROUP_PowerIndustry;7;0.50639;0.49361
1995;GROUP_PowerIndustry;8;0.89677;0.10323
1995;GROUP_PowerIndustry;10;0.03049;0.96951
1995;GROUP_PowerIndustry;11;0.13443;0.86557
1995;GROUP_PowerIndustry;12;0.65218;0.34782
1995;GROUP_PowerIndustry;13;0.38354;0.61646
1995;GROUP_PowerIndustry;14;0.61925;0.38075
1995;GROUP_PowerIndustry;15;0.46230;0.53770
1995;GROUP_PowerIndustry;16;0.98859;0.01141
1995;GROUP_PowerIndustry;17;0.00040;0.99960
1995;GROUP_PowerIndustry;18;0.79400;0.20600
1995;GROUP_PowerIndustry;19;0.00128;0.99872
1995;GROUP_PowerIndustry;22;0.98430;0.01570
1995;GROUP_PowerIndustry;25;0.90412;0.09588
1995;GROUP_PowerIndustry;26;0.00000;1.00000
1995;GROUP_PowerIndustry;27;0.82467;0.17533
1995;GROUP_PowerIndustry;28;0.00000;1.00000
1995;GROUP_PowerIndustry;29;0.00000;1.00000
1995;GROUP_PowerIndustry;30;0.01685;0.98315
1995;GROUP_PowerIndustry;31;0.21866;0.78134
1995;GROUP_PowerIndustry;34;1.00000;0.00000
1995;GROUP_PowerIndustry;36;1.00000;0.00000
1995;GROUP_PowerIndustry;37;0.48171;0.51829
1995;GROUP_PowerIndustry;38;0.00000;1.00000
1995;GROUP_PowerIndustry;40;0.00000;1.00000
1995;GROUP_PowerIndustry;43;0.00000;1.00000
1995;GROUP_Products;1;0.00000;1.00000
1995;GROUP_Products;3;0.00000;1.00000
1995;GROUP_Products;5;0.00000;1.00000
1995;GROUP_Products;7;0.00000;1.00000
1995;GROUP_Products;8;0.00000;1.00000
1995;GROUP_Products;12;0.00000;1.00000
1995;GROUP_Products;13;0.40166;0.59834
1995;GROUP_Products;14;0.00000;1.00000
1995;GROUP_Products;15;0.25520;0.74480
1995;GROUP_Products;16;0.00000;1.00000
1995;GROUP_Products;17;0.00000;1.00000
1995;GROUP_Products;18;0.00000;1.00000
1995;GROUP_Products;19;0.00000;1.00000
1995;GROUP_Products;22;0.95731;0.04269
1995;GROUP_Products;25;0.00000;1.00000
1995;GROUP_Products;27;0.59501;0.40499
1995;GROUP_Products;28;0.00000;1.00000
1995;GROUP_Products;29;0.00000;1.00000
1995;GROUP_Products;37;0.00000;1.00000
1995;GROUP_Products;38;0.00000;1.00000
1995;GROUP_Products;40;0.00000;1.00000
1995;GROUP_Products;43;0.00000;1.00000
1995;GROUP_Transport;1;0.00000;1.00000
1995;GROUP_Transport;3;0.00000;1.00000
1995;GROUP_Transport;4;0.00000;1.00000
1995;GROUP_Transport;5;0.00000;1.00000
1995;GROUP_Transport;6;0.19766;0.80234
1995;GROUP_Transport;7;0.00000;1.00000
1995;GROUP_Transport;8;0.00000;1.00000
1995;GROUP_Transport;10;;
1995;GROUP_Transport;11;;
1995;GROUP_Transport;12;0.00000;1.00000
1995;GROUP_Transport;13;0.00000;1.00000
1995;GROUP_Transport;14;0.00000;1.00000
1995;GROUP_Transport;15;0.00000;1.00000
1995;GROUP_Transport;16;0.00048;0.99952
1995;GROUP_Transport;17;0.00000;1.00000
1995;GROUP_Transport;18;0.00000;1.00000
1995;GROUP_Transport;19;0.00000;1.00000
1995;GROUP_Transport;22;0.00000;1.00000
1995;GROUP_Transport;25;0.00000;1.00000
1995;GROUP_Transport;26;0.00000;1.00000
1995;GROUP_Transport;27;0.00000;1.00000
1995;GROUP_Transport;28;0.00000;1.00000
1995;GROUP_Transport;29;0.00000;1.00000
1995;GROUP_Transport;30;;
1995;GROUP_Transport;31;;
1995;GROUP_Transport;37;0.00000;1.00000
1995;GROUP_Transport;38;0.00000;1.00000
1995;GROUP_Transport;40;0.00000;1.00000
1995;GROUP_Transport;43;0.00000;1.00000
1990;GROUP_Agriculture;1;0.00000;1.00000
1990;GROUP_Agriculture;3;0.00000;1.00000
1990;GROUP_Agriculture;5;0.00000;1.00000
1990;GROUP_Agriculture;7;0.00000;1.00000
1990;GROUP_Agriculture;8;0.00000;1.00000
1990;GROUP_Agriculture;12;0.00000;1.00000
1990;GROUP_Agriculture;13;0.00000;1.00000
1990;GROUP_Agriculture;14;0.00000;1.00000
1990;GROUP_Agriculture;15;0.00000;1.00000
1990;GROUP_Agriculture;16;0.00000;1.00000
1990;GROUP_Agriculture;17;0.00000;1.00000
1990;GROUP_Agriculture;18;0.00000;1.00000
1990;GROUP_Agriculture;19;0.00000;1.00000
1990;GROUP_Agriculture;22;0.00000;1.00000
1990;GROUP_Agriculture;25;0.00000;1.00000
1990;GROUP_Agriculture;27;0.00000;1.00000
1990;GROUP_Agriculture;28;0.00000;1.00000
1990;GROUP_Agriculture;29;0.00000;1.00000
1990;GROUP_Agriculture;37;0.00000;1.00000
1990;GROUP_Agriculture;38;0.00000;1.00000
1990;GROUP_Agriculture;43;0.00000;1.00000
1990;GROUP_OtherComb;1;0.00027;0.99973
1990;GROUP_OtherComb;3;0.00246;0.99754
1990;GROUP_OtherComb;4;0.00000;1.00000
1990;GROUP_OtherComb;5;0.00002;0.99998
1990;GROUP_OtherComb;6;0.02382;0.97618
1990;GROUP_OtherComb;7;0.00016;0.99984
1990;GROUP_OtherComb;8;0.00029;0.99971
1990;GROUP_OtherComb;10;0.00000;1.00000
1990;GROUP_OtherComb;11;0.00000;1.00000
1990;GROUP_OtherComb;12;0.00775;0.99225
1990;GROUP_OtherComb;13;0.00000;1.00000
1990;GROUP_OtherComb;14;0.00001;0.99999
1990;GROUP_OtherComb;15;0.00000;1.00000
1990;GROUP_OtherComb;16;0.04996;0.95004
1990;GROUP_OtherComb;17;0.00000;1.00000
1990;GROUP_OtherComb;18;0.00868;0.99132
1990;GROUP_OtherComb;19;0.00000;1.00000
1990;GROUP_OtherComb;22;0.08134;0.91866
1990;GROUP_OtherComb;25;0.00281;0.99719
1990;GROUP_OtherComb;26;0.00000;1.00000
1990;GROUP_OtherComb;27;0.02097;0.97903
1990;GROUP_OtherComb;28;0.00000;1.00000
1990;GROUP_OtherComb;29;0.00000;1.00000
1990;GROUP_OtherComb;30;0.00000;1.00000
1990;GROUP_OtherComb;31;0.00000;1.00000
1990;GROUP_OtherComb;37;0.00000;1.00000
1990;GROUP_OtherComb;38;0.00000;1.00000
1990;GROUP_OtherComb;39;0.00000;1.00000
1990;GROUP_OtherComb;40;0.00000;1.00000
1990;GROUP_OtherComb;43;0.00000;1.00000
1990;GROUP_OtherComb;44;0.00000;1.00000
1990;GROUP_PowerIndustry;1;0.88088;0.11912
1990;GROUP_PowerIndustry;3;0.85674;0.14326
1990;GROUP_PowerIndustry;4;0.00000;1.00000
1990;GROUP_PowerIndustry;5;0.15893;0.84107
1990;GROUP_PowerIndustry;6;0.56704;0.43296
1990;GROUP_PowerIndustry;7;0.51341;0.48659
1990;GROUP_PowerIndustry;8;0.86652;0.13348
1990;GROUP_PowerIndustry;10;0.12629;0.87371
1990;GROUP_PowerIndustry;11;0.12239;0.87761
1990;GROUP_PowerIndustry;12;0.62933;0.37067
1990;GROUP_PowerIndustry;13;0.48871;0.51129
1990;GROUP_PowerIndustry;14;0.60520;0.39480
1990;GROUP_PowerIndustry;15;0.41964;0.58036
1990;GROUP_PowerIndustry;16;0.98248;0.01752
1990;GROUP_PowerIndustry;17;0.00001;0.99999
1990;GROUP_PowerIndustry;18;0.84144;0.15856
1990;GROUP_PowerIndustry;19;0.00769;0.99231
1990;GROUP_PowerIndustry;22;0.99118;0.00882
1990;GROUP_PowerIndustry;25;0.89262;0.10738
1990;GROUP_PowerIndustry;26;0.65022;0.34978
1990;GROUP_PowerIndustry;27;0.91203;0.08797
1990;GROUP_PowerIndustry;28;0.00000;1.00000
1990;GROUP_PowerIndustry;29;0.00000;1.00000
1990;GROUP_PowerIndustry;30;0.00651;0.99349
1990;GROUP_PowerIndustry;31;0.09634;0.90366
1990;GROUP_PowerIndustry;34;1.00000;0.00000
1990;GROUP_PowerIndustry;37;0.94463;0.05537
1990;GROUP_PowerIndustry;38;0.00000;1.00000
1990;GROUP_PowerIndustry;40;0.00000;1.00000
1990;GROUP_PowerIndustry;43;0.00000;1.00000
1990;GROUP_Products;1;0.00000;1.00000
1990;GROUP_Products;3;0.00000;1.00000
1990;GROUP_Products;5;0.00000;1.00000
1990;GROUP_Products;7;0.00000;1.00000
1990;GROUP_Products;8;0.00000;1.00000
1990;GROUP_Products;12;0.00000;1.00000
1990;GROUP_Products;13;0.18869;0.81131
1990;GROUP_Products;14;0.00000;1.00000
1990;GROUP_Products;15;0.14596;0.85404
1990;GROUP_Products;16;0.00000;1.00000
1990;GROUP_Products;17;0.00000;1.00000
1990;GROUP_Products;18;0.00000;1.00000
1990;GROUP_Products;19;0.00000;1.00000
1990;GROUP_Products;22;0.97504;0.02496
1990;GROUP_Products;25;0.00000;1.00000
1990;GROUP_Products;27;0.56331;0.43669
1990;GROUP_Products;28;0.00000;1.00000
1990;GROUP_Products;29;0.00000;1.00000
1990;GROUP_Products;37;0.00000;1.00000
1990;GROUP_Products;38;0.00000;1.00000
1990;GROUP_Products;40;0.00000;1.00000
1990;GROUP_Products;43;0.00000;1.00000
1990;GROUP_Transport;1;0.00000;1.00000
1990;GROUP_Transport;3;0.00000;1.00000
1990;GROUP_Transport;4;0.90159;0.09841
1990;GROUP_Transport;5;0.00000;1.00000
1990;GROUP_Transport;6;0.06718;0.93282
1990;GROUP_Transport;7;0.00000;1.00000
1990;GROUP_Transport;8;0.00000;1.00000
1990;GROUP_Transport;10;;
1990;GROUP_Transport;11;;
1990;GROUP_Transport;12;0.00000;1.00000
1990;GROUP_Transport;13;0.00000;1.00000
1990;GROUP_Transport;14;0.00000;1.00000
1990;GROUP_Transport;15;0.00000;1.00000
1990;GROUP_Transport;16;0.00005;0.99995
1990;GROUP_Transport;17;0.00000;1.00000
1990;GROUP_Transport;18;0.00000;1.00000
1990;GROUP_Transport;19;0.00000;1.00000
1990;GROUP_Transport;22;0.00000;1.00000
1990;GROUP_Transport;25;0.00000;1.00000
1990;GROUP_Transport;26;0.00000;1.00000
1990;GROUP_Transport;27;0.00000;1.00000
1990;GROUP_Transport;28;0.00000;1.00000
1990;GROUP_Transport;29;0.00000;1.00000
1990;GROUP_Transport;30;;
1990;GROUP_Transport;31;;
1990;GROUP_Transport;37;0.00000;1.00000
1990;GROUP_Transport;38;0.00000;1.00000
1990;GROUP_Transport;40;0.00000;1.00000
1990;GROUP_Transport;43;0.00000;1.00000